UA,PD_ciclo1,MPD_ciclo1,MNTD_ciclo1,PD_ciclo2,MPD_ciclo2,MNTD_ciclo2,PD_delta,MPD_delta,MNTD_delta
328,3508.8498949960003,262.0918662100564,119.4936661249,3668.417878996,260.12376417257144,118.5087512092093,159.5679839999998,-1.9681020374849822,-0.9849149156907089
3309,3198.4740029960003,238.2592886448691,98.86854284605128,3232.256423996,238.45104673805403,110.14835594726316,33.782420999999886,0.1917580931849443,11.279813101211872
336,2667.027018,276.88159317333333,150.8423448,2940.1380360000003,268.74431634252875,138.73292676666668,273.11101800000006,-8.13727683080458,-12.109418033333327
337,2669.832719,267.3680867034483,102.6132026,2760.046946,267.4174929419355,110.07252225806452,90.21422699999994,0.049406238487222254,7.45931965806453
340,2509.8017910030003,238.5519006882335,85.212266559,2832.669976003,291.6160984295916,82.60526070278378,322.8681849999998,53.0641977413581,-2.607005856216219
341,3271.926078003,266.1828856465776,119.42495456441026,2683.1966180030004,235.48525451082645,88.56011405278947,-588.7294599999996,-30.697631135751124,-30.864840511620784
344,2832.687223,307.7911963096774,79.82385070967742,2863.175065,327.3838204812834,77.70961552941176,30.487842,19.59262417160602,-2.114235180265652
345,3218.325530999,306.01879967039395,109.54912403045456,3593.625184999,292.8812799145854,98.18967400004878,375.2996539999999,-13.137519755808569,-11.359450030405782
349,4770.306584902,284.635915550207,75.60709440553424,4823.738503902,284.8483360113232,79.89847955005555,53.43191899999965,0.21242046111620994,4.291385144521314
35,2246.202844996,243.19414924604348,113.1929990415,2693.636685996,243.53133917706404,125.902472724,447.43384100000003,0.3371899310205606,12.709473682500004
351,4031.613582902,266.5928840681684,112.59267340847916,4484.223917402,259.7899658343825,95.83568287880328,452.6103344999997,-6.802918233785931,-16.756990529675875
352,3263.990059,277.3352308467023,134.4899752352941,2910.422284,247.5784066827586,139.78179896666666,-353.567775,-29.75682416394369,5.291823731372546
365,2728.1380470000004,273.1274334984615,142.5994383076923,2718.28937,273.2837265692308,148.56747373076922,-9.848677000000407,0.1562930707692658,5.968035423076913
367,3074.949932996,287.0300890451496,99.45345502845714,3016.535922996,285.7135098521587,86.52343399988888,-58.41400999999996,-1.3165791929909005,-12.930021028568262
369,2867.290061,262.7929728225806,126.75952578125,3204.013383,259.9122368619048,127.5904789722222,336.7233219999998,-2.8807359606758496,0.8309531909721954
37,4573.607097003,275.22414012062944,85.28529834379687,4675.115680003,274.7026248000923,85.83574741543076,101.50858300000073,-0.5215153205371621,0.5504490716338921
377,3087.025470996,275.1353055719572,122.13038897047058,2845.945393999,242.0837723555,91.86956711116666,-241.0800769970001,-33.05153321645719,-30.260821859303917
383,4022.5602985,273.7392737247429,83.16402205172413,3559.680903,281.60974197317296,87.60159408510638,-462.8793955000001,7.870468248430086,4.437572033382253
